Episode,Average_Reward
11407,0.0142
11408,0.0142
11409,0.0142
11410,0.0142
11411,0.0142
11412,0.0142
11413,0.0142
11414,0.0142
11415,0.0142
11416,0.0142
11417,0.0142
11418,0.0142
11419,0.0142
11420,0.0142
11421,0.0142
11422,0.0142
11423,0.0142
11424,0.0142
11425,0.0142
11426,0.0142
11427,0.0142
11428,0.0142
11429,0.0142
11430,0.0142
11431,0.0142
11432,0.0142
11433,0.0142
11434,0.0142
11435,0.0142
11436,0.0142
11437,0.0142
11438,0.0142
11439,0.0142
11440,0.0142
11441,0.0142
11442,0.0142
11443,0.0142
11444,0.0142
11445,0.0142
11446,0.0142
11447,0.0142
11448,0.0142
11449,0.0141
11450,0.0141
11451,0.0141
11452,0.0141
11453,0.0141
11454,0.0141
11455,0.0141
11456,0.0141
11457,0.0141
11458,0.0141
11459,0.0141
11460,0.0141
11461,0.0141
11462,0.0141
11463,0.0141
11464,0.0141
11465,0.0141
11466,0.0141
11467,0.0141
11468,0.0141
11469,0.0141
11470,0.0141
11471,0.0141
11472,0.0141
11473,0.0141
11474,0.0141
11475,0.0141
11476,0.0142
11477,0.0143
11478,0.0143
11479,0.0143
11480,0.0143
11481,0.0143
11482,0.0143
11483,0.0143
11484,0.0143
11485,0.0143
11486,0.0143
11487,0.0143
11488,0.0143
11489,0.0143
11490,0.0143
11491,0.0143
11492,0.0143
11493,0.0143
11494,0.0143
11495,0.0143
11496,0.0143
11497,0.0143
11498,0.0143
11499,0.0143
11500,0.0143
11501,0.0143
11502,0.0143
11503,0.0143
11504,0.0143
11505,0.0143
11506,0.0143
11507,0.0143
11508,0.0143
11509,0.0142
11510,0.0142
11511,0.0142
11512,0.0142
11513,0.0142
11514,0.0142
11515,0.0142
11516,0.0142
11517,0.0142
11518,0.0143
11519,0.0143
11520,0.0143
11521,0.0143
11522,0.0143
11523,0.0143
11524,0.0143
11525,0.0143
11526,0.0144
11527,0.0144
11528,0.0144
11529,0.0144
11530,0.0144
11531,0.0144
11532,0.0144
11533,0.0144
11534,0.0144
11535,0.0144
11536,0.0144
11537,0.0144
11538,0.0144
11539,0.0144
11540,0.0144
11541,0.0144
11542,0.0144
11543,0.0144
11544,0.0144
11545,0.0144
11546,0.0144
11547,0.0144
11548,0.0144
11549,0.0144
11550,0.0144
11551,0.0144
11552,0.0144
11553,0.0144
11554,0.0144
11555,0.0144
11556,0.0144
11557,0.0144
11558,0.0144
11559,0.0144
11560,0.0144
11561,0.0144
11562,0.0144
11563,0.0144
11564,0.0144
11565,0.0144
11566,0.0144
11567,0.0144
11568,0.0144
11569,0.0144
11570,0.0144
11571,0.0144
11572,0.0144
11573,0.0144
11574,0.0144
11575,0.0144
11576,0.0144
11577,0.0144
11578,0.0144
11579,0.0144
11580,0.0144
11581,0.0144
11582,0.0144
11583,0.0144
11584,0.0144
11585,0.0144
11586,0.0144
11587,0.0144
11588,0.0144
11589,0.0144
11590,0.0144
11591,0.0144
11592,0.0144
11593,0.0144
11594,0.0144
11595,0.0144
11596,0.0144
11597,0.0144
11598,0.0144
11599,0.0144
11600,0.0144
11601,0.0144
11602,0.0144
11603,0.0144
11604,0.0144
11605,0.0144
11606,0.0144
11607,0.0144
11608,0.0144
11609,0.0144
11610,0.0144
11611,0.0144
11612,0.0144
11613,0.0144
11614,0.0144
11615,0.0144
11616,0.0144
11617,0.0144
11618,0.0144
11619,0.0144
11620,0.0144
11621,0.0144
11622,0.0144
11623,0.0144
11624,0.0144
11625,0.0144
11626,0.0144
11627,0.0144
11628,0.0144
11629,0.0144
11630,0.0144
11631,0.0144
11632,0.0144
11633,0.0144
11634,0.0144
11635,0.0144
11636,0.0144
11637,0.0144
11638,0.0143
11639,0.0143
11640,0.0143
11641,0.0143
11642,0.0143
11643,0.0143
11644,0.0143
11645,0.0143
11646,0.0143
11647,0.0143
11648,0.0143
11649,0.0143
11650,0.0143
11651,0.0143
11652,0.0143
11653,0.0143
11654,0.0143
11655,0.0143
11656,0.0143
11657,0.0143
11658,0.0143
11659,0.0143
11660,0.0143
11661,0.0143
11662,0.0143
11663,0.0143
11664,0.0143
11665,0.0143
11666,0.0143
11667,0.0143
11668,0.0143
11669,0.0143
11670,0.0143
11671,0.0143
11672,0.0143
11673,0.0143
11674,0.0143
11675,0.0144
11676,0.0144
11677,0.0144
11678,0.0144
11679,0.0144
11680,0.0144
11681,0.0144
11682,0.0144
11683,0.0144
11684,0.0144
11685,0.0144
11686,0.0144
11687,0.0144
11688,0.0144
11689,0.0144
11690,0.0144
11691,0.0144
11692,0.0144
11693,0.0144
11694,0.0144
11695,0.0144
11696,0.0144
11697,0.0144
11698,0.0144
11699,0.0144
11700,0.0144
11701,0.0144
11702,0.0144
11703,0.0144
11704,0.0144
11705,0.0144
11706,0.0144
11707,0.0144
11708,0.0143
11709,0.0143
11710,0.0143
11711,0.0143
11712,0.0143
11713,0.0143
11714,0.0143
11715,0.0143
11716,0.0143
11717,0.0143
11718,0.0143
11719,0.0143
11720,0.0143
11721,0.0143
11722,0.0143
11723,0.0143
11724,0.0143
11725,0.0143
11726,0.0143
11727,0.0143
11728,0.0143
11729,0.0143
11730,0.0143
11731,0.0143
11732,0.0143
11733,0.0143
11734,0.0143
11735,0.0143
11736,0.0143
11737,0.0143
11738,0.0143
11739,0.0143
11740,0.0143
11741,0.0143
11742,0.0143
11743,0.0143
11744,0.0143
11745,0.0143
11746,0.0143
11747,0.0143
11748,0.0143
11749,0.0143
11750,0.0143
11751,0.0143
11752,0.0143
11753,0.0143
11754,0.0143
11755,0.0143
11756,0.0143
11757,0.0143
11758,0.0143
11759,0.0143
11760,0.0143
11761,0.0143
11762,0.0143
11763,0.0143
11764,0.0143
11765,0.0143
11766,0.0143
11767,0.0143
11768,0.0143
11769,0.0143
11770,0.0143
11771,0.0143
11772,0.0143
11773,0.0143
11774,0.0143
11775,0.0143
11776,0.0143
11777,0.0143
11778,0.0143
11779,0.0143
11780,0.0143
11781,0.0143
11782,0.0143
11783,0.0143
11784,0.0143
11785,0.0143
11786,0.0143
11787,0.0143
11788,0.0143
11789,0.0143
11790,0.0142
11791,0.0142
11792,0.0142
11793,0.0142
11794,0.0142
11795,0.0142
11796,0.0142
11797,0.0142
11798,0.0142
11799,0.0142
11800,0.0142
11801,0.0142
11802,0.0142
11803,0.0142
11804,0.0142
11805,0.0142
11806,0.0142
11807,0.0142
11808,0.0142
11809,0.0142
11810,0.0142
11811,0.0142
11812,0.0142
11813,0.0142
11814,0.0142
11815,0.0142
11816,0.0142
11817,0.0142
11818,0.0142
11819,0.0142
11820,0.0142
11821,0.0142
11822,0.0142
11823,0.0142
11824,0.0142
11825,0.0142
11826,0.0142
11827,0.0142
11828,0.0142
11829,0.0142
11830,0.0142
11831,0.0142
11832,0.0142
11833,0.0142
11834,0.0142
11835,0.0142
11836,0.0142
11837,0.0142
11838,0.0142
11839,0.0142
11840,0.0142
11841,0.0142
11842,0.0143
11843,0.0143
11844,0.0143
11845,0.0143
11846,0.0143
11847,0.0143
11848,0.0143
11849,0.0143
11850,0.0143
11851,0.0143
11852,0.0143
11853,0.0143
11854,0.0143
11855,0.0143
11856,0.0143
11857,0.0143
11858,0.0143
11859,0.0143
11860,0.0142
11861,0.0142
11862,0.0142
11863,0.0142
11864,0.0142
11865,0.0142
11866,0.0142
11867,0.0142
11868,0.0142
11869,0.0142
11870,0.0142
11871,0.0142
11872,0.0142
11873,0.0142
11874,0.0142
11875,0.0142
11876,0.0142
11877,0.0142
11878,0.0142
11879,0.0142
11880,0.0142
11881,0.0142
11882,0.0142
11883,0.0142
11884,0.0142
11885,0.0142
11886,0.0142
11887,0.0142
11888,0.0143
11889,0.0143
11890,0.0143
11891,0.0143
11892,0.0143
11893,0.0143
11894,0.0143
11895,0.0143
11896,0.0143
11897,0.0143
11898,0.0143
11899,0.0143
11900,0.0143
11901,0.0143
11902,0.0143
11903,0.0143
11904,0.0143
11905,0.0143
11906,0.0143
11907,0.0143
11908,0.0143
11909,0.0143
11910,0.0143
11911,0.0144
11912,0.0144
11913,0.0144
11914,0.0144
11915,0.0144
11916,0.0144
11917,0.0143
11918,0.0143
11919,0.0143
11920,0.0143
11921,0.0143
11922,0.0143
11923,0.0143
11924,0.0143
11925,0.0143
11926,0.0143
11927,0.0143
11928,0.0143
11929,0.0143
11930,0.0143
11931,0.0143
11932,0.0143
11933,0.0143
11934,0.0143
11935,0.0143
11936,0.0143
11937,0.0143
11938,0.0143
11939,0.0143
11940,0.0143
11941,0.0143
11942,0.0143
11943,0.0143
11944,0.0143
11945,0.0143
11946,0.0143
11947,0.0143
11948,0.0143
11949,0.0143
11950,0.0143
11951,0.0143
11952,0.0143
11953,0.0143
11954,0.0143
11955,0.0143
11956,0.0143
11957,0.0143
11958,0.0143
11959,0.0143
11960,0.0143
11961,0.0143
11962,0.0143
11963,0.0143
11964,0.0143
11965,0.0143
11966,0.0143
11967,0.0143
11968,0.0143
11969,0.0143
11970,0.0144
11971,0.0144
11972,0.0144
11973,0.0144
11974,0.0144
11975,0.0144
11976,0.0144
11977,0.0144
11978,0.0144
11979,0.0144
11980,0.0144
11981,0.0144
11982,0.0144
11983,0.0144
11984,0.0144
11985,0.0144
11986,0.0144
11987,0.0143
11988,0.0143
11989,0.0143
11990,0.0143
11991,0.0143
11992,0.0143
11993,0.0143
11994,0.0144
11995,0.0144
11996,0.0144
11997,0.0144
11998,0.0144
11999,0.0144
12000,0.0144
12001,0.0144
12002,0.0144
12003,0.0144
12004,0.0144
12005,0.0144
12006,0.0144
12007,0.0144
12008,0.0144
12009,0.0144
12010,0.0144
12011,0.0144
12012,0.0144
12013,0.0144
12014,0.0145
12015,0.0145
12016,0.0145
12017,0.0145
12018,0.0145
12019,0.0145
12020,0.0145
12021,0.0145
12022,0.0145
12023,0.0145
12024,0.0145
12025,0.0145
12026,0.0145
12027,0.0145
12028,0.0145
12029,0.0145
12030,0.0145
12031,0.0145
12032,0.0145
12033,0.0145
12034,0.0145
12035,0.0145
12036,0.0145
12037,0.0145
12038,0.0145
12039,0.0145
12040,0.0145
12041,0.0145
12042,0.0144
12043,0.0144
12044,0.0144
12045,0.0144
12046,0.0144
12047,0.0144
12048,0.0144
12049,0.0144
12050,0.0144
12051,0.0144
12052,0.0144
12053,0.0144
12054,0.0144
12055,0.0144
12056,0.0144
12057,0.0144
12058,0.0144
12059,0.0144
12060,0.0144
12061,0.0144
12062,0.0144
12063,0.0144
12064,0.0144
12065,0.0144
12066,0.0144
12067,0.0144
12068,0.0144
12069,0.0144
12070,0.0144
12071,0.0144
12072,0.0144
12073,0.0144
12074,0.0144
12075,0.0144
12076,0.0144
12077,0.0144
12078,0.0144
12079,0.0144
12080,0.0144
12081,0.0144
12082,0.0144
12083,0.0144
12084,0.0144
12085,0.0144
12086,0.0144
12087,0.0144
12088,0.0144
12089,0.0144
12090,0.0144
12091,0.0144
12092,0.0144
12093,0.0144
12094,0.0144
12095,0.0144
12096,0.0144
12097,0.0144
12098,0.0144
12099,0.0144
12100,0.0144
12101,0.0144
12102,0.0144
12103,0.0144
12104,0.0144
12105,0.0144
12106,0.0144
12107,0.0144
12108,0.0144
12109,0.0144
12110,0.0144
12111,0.0144
12112,0.0144
12113,0.0144
12114,0.0144
12115,0.0144
12116,0.0144
12117,0.0144
12118,0.0144
12119,0.0144
12120,0.0144
12121,0.0144
12122,0.0144
12123,0.0144
12124,0.0144
12125,0.0144
12126,0.0143
12127,0.0143
12128,0.0143
12129,0.0143
12130,0.0143
12131,0.0143
12132,0.0143
12133,0.0143
12134,0.0143
12135,0.0143
12136,0.0143
12137,0.0143
12138,0.0143
12139,0.0143
12140,0.0143
12141,0.0143
12142,0.0143
12143,0.0143
12144,0.0143
12145,0.0143
12146,0.0143
12147,0.0144
12148,0.0144
12149,0.0144
12150,0.0144
12151,0.0144
12152,0.0144
12153,0.0144
12154,0.0144
12155,0.0144
12156,0.0144
12157,0.0144
12158,0.0144
12159,0.0144
12160,0.0144
12161,0.0144
12162,0.0144
12163,0.0144
12164,0.0144
12165,0.0145
12166,0.0145
12167,0.0145
12168,0.0145
12169,0.0145
12170,0.0145
12171,0.0145
12172,0.0145
12173,0.0145
12174,0.0145
12175,0.0145
12176,0.0145
12177,0.0145
12178,0.0145
12179,0.0145
12180,0.0145
12181,0.0145
12182,0.0145
12183,0.0145
12184,0.0145
12185,0.0145
12186,0.0145
12187,0.0145
12188,0.0145
12189,0.0145
12190,0.0145
12191,0.0145
12192,0.0145
12193,0.0145
12194,0.0145
12195,0.0145
12196,0.0145
12197,0.0145
12198,0.0145
12199,0.0145
12200,0.0145
12201,0.0145
12202,0.0145
12203,0.0145
12204,0.0145
12205,0.0145
12206,0.0145
12207,0.0145
12208,0.0145
12209,0.0145
12210,0.0145
12211,0.0145
12212,0.0145
12213,0.0145
12214,0.0145
12215,0.0145
12216,0.0145
12217,0.0145
12218,0.0145
12219,0.0145
12220,0.0145
12221,0.0145
12222,0.0145
12223,0.0145
12224,0.0145
12225,0.0145
12226,0.0145
12227,0.0145
12228,0.0145
12229,0.0145
12230,0.0145
12231,0.0145
12232,0.0145
12233,0.0145
12234,0.0145
12235,0.0145
12236,0.0145
12237,0.0145
12238,0.0145
12239,0.0145
12240,0.0145
12241,0.0145
12242,0.0145
12243,0.0145
12244,0.0145
12245,0.0145
12246,0.0145
12247,0.0145
12248,0.0145
12249,0.0145
12250,0.0144
12251,0.0144
12252,0.0144
12253,0.0144
12254,0.0144
12255,0.0144
12256,0.0144
12257,0.0144
12258,0.0144
12259,0.0144
12260,0.0144
12261,0.0144
12262,0.0144
12263,0.0144
12264,0.0144
12265,0.0144
12266,0.0144
12267,0.0144
12268,0.0144
12269,0.0144
12270,0.0144
12271,0.0144
12272,0.0144
12273,0.0144
12274,0.0144
12275,0.0144
12276,0.0144
12277,0.0144
12278,0.0144
12279,0.0144
12280,0.0144
12281,0.0144
12282,0.0144
12283,0.0144
12284,0.0144
12285,0.0144
12286,0.0144
12287,0.0144
12288,0.0144
12289,0.0144
12290,0.0144
12291,0.0144
12292,0.0144
12293,0.0144
12294,0.0144
12295,0.0144
12296,0.0144
12297,0.0144
12298,0.0144
12299,0.0144
12300,0.0144
12301,0.0144
12302,0.0144
12303,0.0144
12304,0.0144
12305,0.0144
12306,0.0144
12307,0.0144
12308,0.0144
12309,0.0144
12310,0.0144
12311,0.0144
12312,0.0144
12313,0.0144
12314,0.0144
12315,0.0144
12316,0.0144
12317,0.0144
12318,0.0144
12319,0.0144
12320,0.0144
12321,0.0144
12322,0.0144
12323,0.0144
12324,0.0144
12325,0.0144
12326,0.0144
12327,0.0144
12328,0.0144
12329,0.0144
12330,0.0144
12331,0.0144
12332,0.0144
12333,0.0144
12334,0.0144
12335,0.0143
12336,0.0143
12337,0.0143
12338,0.0143
12339,0.0143
12340,0.0143
12341,0.0143
12342,0.0143
12343,0.0143
12344,0.0143
12345,0.0143
12346,0.0143
12347,0.0143
12348,0.0144
12349,0.0144
12350,0.0144
12351,0.0144
12352,0.0144
12353,0.0144
12354,0.0144
12355,0.0144
12356,0.0144
12357,0.0144
12358,0.0144
12359,0.0144
12360,0.0144
12361,0.0144
12362,0.0144
12363,0.0144
12364,0.0144
12365,0.0144
12366,0.0144
12367,0.0144
12368,0.0144
12369,0.0144
12370,0.0144
12371,0.0144
12372,0.0144
12373,0.0144
12374,0.0144
12375,0.0144
12376,0.0144
12377,0.0144
12378,0.0144
12379,0.0144
12380,0.0144
12381,0.0144
12382,0.0144
12383,0.0144
12384,0.0144
12385,0.0144
12386,0.0144
12387,0.0144
12388,0.0144
12389,0.0144
12390,0.0144
12391,0.0144
12392,0.0144
12393,0.0144
12394,0.0144
12395,0.0144
12396,0.0144
12397,0.0144
12398,0.0144
12399,0.0144
12400,0.0144
12401,0.0144
12402,0.0144
12403,0.0144
12404,0.0144
12405,0.0143
12406,0.0143
12407,0.0143
12408,0.0143
12409,0.0143
12410,0.0143
12411,0.0143
12412,0.0143
12413,0.0143
12414,0.0143
12415,0.0143
12416,0.0143
12417,0.0143
12418,0.0143
12419,0.0143
12420,0.0143
12421,0.0143
12422,0.0143
12423,0.0143
12424,0.0143
12425,0.0143
12426,0.0144
12427,0.0144
12428,0.0144
12429,0.0144
12430,0.0144
12431,0.0144
12432,0.0144
12433,0.0144
12434,0.0144
12435,0.0144
12436,0.0144
12437,0.0144
12438,0.0144
12439,0.0144
12440,0.0144
12441,0.0144
12442,0.0144
12443,0.0144
12444,0.0144
12445,0.0144
12446,0.0144
12447,0.0144
12448,0.0144
12449,0.0144
12450,0.0144
12451,0.0144
12452,0.0144
12453,0.0144
12454,0.0144
12455,0.0144
12456,0.0144
12457,0.0144
12458,0.0144
12459,0.0144
12460,0.0144
12461,0.0144
12462,0.0144
12463,0.0144
12464,0.0144
12465,0.0144
12466,0.0144
12467,0.0144
12468,0.0144
12469,0.0144
12470,0.0144
12471,0.0144
12472,0.0144
12473,0.0144
12474,0.0144
12475,0.0144
12476,0.0144
12477,0.0144
12478,0.0144
12479,0.0144
12480,0.0144
12481,0.0144
12482,0.0144
12483,0.0144
12484,0.0144
12485,0.0144
12486,0.0144
12487,0.0144
12488,0.0144
12489,0.0144
12490,0.0144
12491,0.0144
12492,0.0144
12493,0.0144
12494,0.0144
12495,0.0144
12496,0.0144
12497,0.0144
12498,0.0144
12499,0.0144
12500,0.0144
12501,0.0144
12502,0.0144
12503,0.0144
12504,0.0144
12505,0.0144
12506,0.0144
12507,0.0144
12508,0.0144
12509,0.0144
12510,0.0144
12511,0.0144
12512,0.0144
12513,0.0144
12514,0.0144
12515,0.0144
12516,0.0144
12517,0.0144
12518,0.0144
12519,0.0144
12520,0.0144
12521,0.0144
12522,0.0144
12523,0.0144
12524,0.0144
12525,0.0144
12526,0.0144
12527,0.0144
12528,0.0144
12529,0.0144
12530,0.0144
12531,0.0144
12532,0.0144
12533,0.0144
12534,0.0144
12535,0.0144
12536,0.0144
12537,0.0144
12538,0.0144
12539,0.0144
12540,0.0144
12541,0.0144
12542,0.0144
12543,0.0144
12544,0.0143
12545,0.0143
12546,0.0143
12547,0.0143
12548,0.0143
12549,0.0143
12550,0.0143
12551,0.0143
12552,0.0143
12553,0.0143
12554,0.0143
12555,0.0143
12556,0.0143
12557,0.0143
12558,0.0143
12559,0.0143
12560,0.0143
12561,0.0143
12562,0.0143
12563,0.0143
12564,0.0143
12565,0.0143
12566,0.0143
12567,0.0143
12568,0.0143
12569,0.0143
12570,0.0143
12571,0.0143
12572,0.0143
12573,0.0143
12574,0.0143
12575,0.0143
12576,0.0143
12577,0.0143
12578,0.0143
12579,0.0144
12580,0.0144
12581,0.0144
12582,0.0144
12583,0.0144
12584,0.0144
12585,0.0145
12586,0.0145
12587,0.0145
12588,0.0145
12589,0.0145
12590,0.0145
12591,0.0145
12592,0.0145
12593,0.0145
12594,0.0145
12595,0.0145
12596,0.0144
12597,0.0144
12598,0.0144
12599,0.0144
12600,0.0144
12601,0.0144
12602,0.0144
12603,0.0144
12604,0.0144
12605,0.0144
12606,0.0144
12607,0.0144
12608,0.0144
12609,0.0144
12610,0.0144
12611,0.0144
12612,0.0144
12613,0.0144
12614,0.0144
12615,0.0144
12616,0.0144
12617,0.0144
12618,0.0144
12619,0.0144
12620,0.0144
12621,0.0144
12622,0.0144
12623,0.0144
12624,0.0144
12625,0.0144
12626,0.0144
12627,0.0144
12628,0.0144
12629,0.0144
12630,0.0144
12631,0.0144
12632,0.0144
12633,0.0144
12634,0.0144
12635,0.0144
12636,0.0144
12637,0.0144
12638,0.0144
12639,0.0144
12640,0.0144
12641,0.0144
12642,0.0144
12643,0.0144
12644,0.0144
12645,0.0144
12646,0.0144
12647,0.0144
12648,0.0144
12649,0.0144
12650,0.0144
12651,0.0144
12652,0.0144
12653,0.0144
12654,0.0144
12655,0.0144
12656,0.0144
12657,0.0144
12658,0.0144
12659,0.0144
12660,0.0144
12661,0.0144
12662,0.0144
12663,0.0144
12664,0.0144
12665,0.0144
12666,0.0144
12667,0.0144
12668,0.0144
12669,0.0144
12670,0.0144
12671,0.0144
12672,0.0144
12673,0.0144
12674,0.0144
12675,0.0144
12676,0.0144
12677,0.0144
12678,0.0144
12679,0.0144
12680,0.0144
12681,0.0144
12682,0.0144
12683,0.0143
12684,0.0144
12685,0.0144
12686,0.0144
12687,0.0144
12688,0.0144
12689,0.0144
12690,0.0144
12691,0.0144
12692,0.0144
12693,0.0144
12694,0.0144
12695,0.0144
12696,0.0144
12697,0.0144
12698,0.0144
12699,0.0144
12700,0.0144
12701,0.0144
12702,0.0144
12703,0.0144
12704,0.0144
12705,0.0144
12706,0.0144
12707,0.0144
12708,0.0144
12709,0.0144
12710,0.0144
12711,0.0144
12712,0.0144
12713,0.0144
12714,0.0144
12715,0.0144
12716,0.0144
12717,0.0144
12718,0.0144
12719,0.0144
12720,0.0144
12721,0.0144
12722,0.0144
12723,0.0144
12724,0.0144
12725,0.0144
12726,0.0144
12727,0.0144
12728,0.0144
12729,0.0144
12730,0.0144
12731,0.0144
12732,0.0144
12733,0.0144
12734,0.0144
12735,0.0144
12736,0.0144
12737,0.0144
12738,0.0144
12739,0.0144
12740,0.0144
12741,0.0144
12742,0.0144
12743,0.0144
12744,0.0144
12745,0.0144
12746,0.0144
12747,0.0144
12748,0.0144
12749,0.0144
12750,0.0144
12751,0.0144
12752,0.0144
12753,0.0143
12754,0.0143
12755,0.0143
12756,0.0143
12757,0.0143
12758,0.0143
12759,0.0143
12760,0.0143
12761,0.0143
12762,0.0143
12763,0.0143
12764,0.0143
12765,0.0143
12766,0.0143
12767,0.0143
12768,0.0143
12769,0.0143
12770,0.0143
12771,0.0143
12772,0.0143
12773,0.0143
12774,0.0143
12775,0.0143
12776,0.0143
12777,0.0143
12778,0.0143
12779,0.0143
12780,0.0143
12781,0.0143
12782,0.0143
12783,0.0143
12784,0.0143
12785,0.0143
12786,0.0143
12787,0.0143
12788,0.0144
12789,0.0144
12790,0.0144
12791,0.0144
12792,0.0145
12793,0.0145
12794,0.0145
12795,0.0145
12796,0.0145
12797,0.0146
12798,0.0146
12799,0.0146
12800,0.0146
12801,0.0146
12802,0.0146
12803,0.0146
12804,0.0146
12805,0.0146
12806,0.0146
12807,0.0146
12808,0.0146
12809,0.0146
12810,0.0146
12811,0.0146
12812,0.0146
12813,0.0146
12814,0.0146
12815,0.0146
12816,0.0146
12817,0.0146
12818,0.0146
12819,0.0146
12820,0.0146
12821,0.0146
12822,0.0146
12823,0.0146
12824,0.0146
12825,0.0146
12826,0.0146
12827,0.0146
12828,0.0146
12829,0.0146
12830,0.0146
12831,0.0146
12832,0.0146
12833,0.0146
12834,0.0146
12835,0.0146
12836,0.0146
12837,0.0146
12838,0.0146
12839,0.0146
12840,0.0146
12841,0.0146
12842,0.0146
12843,0.0146
12844,0.0146
12845,0.0146
12846,0.0146
12847,0.0146
12848,0.0146
12849,0.0146
12850,0.0146
12851,0.0146
12852,0.0146
12853,0.0145
12854,0.0145
12855,0.0145
12856,0.0145
12857,0.0145
12858,0.0145
12859,0.0145
12860,0.0145
12861,0.0145
12862,0.0145
12863,0.0145
12864,0.0145
12865,0.0145
12866,0.0145
12867,0.0145
12868,0.0145
12869,0.0145
12870,0.0145
12871,0.0145
12872,0.0145
12873,0.0145
12874,0.0145
12875,0.0145
12876,0.0145
12877,0.0145
12878,0.0145
12879,0.0145
12880,0.0145
12881,0.0145
12882,0.0145
12883,0.0145
12884,0.0145
12885,0.0145
12886,0.0145
12887,0.0145
12888,0.0145
12889,0.0145
12890,0.0145
12891,0.0145
12892,0.0145
12893,0.0145
12894,0.0145
12895,0.0145
12896,0.0145
12897,0.0145
12898,0.0145
12899,0.0145
12900,0.0145
12901,0.0145
12902,0.0145
12903,0.0145
12904,0.0145
12905,0.0145
12906,0.0145
12907,0.0145
12908,0.0145
12909,0.0145
12910,0.0145
12911,0.0145
12912,0.0145
12913,0.0145
12914,0.0145
12915,0.0145
12916,0.0145
12917,0.0145
12918,0.0145
12919,0.0145
12920,0.0145
12921,0.0145
12922,0.0145
12923,0.0145
12924,0.0145
12925,0.0145
12926,0.0145
12927,0.0145
12928,0.0145
12929,0.0145
12930,0.0145
12931,0.0145
12932,0.0145
12933,0.0145
12934,0.0145
12935,0.0145
12936,0.0145
12937,0.0145
12938,0.0145
12939,0.0145
12940,0.0145
12941,0.0145
12942,0.0144
12943,0.0144
12944,0.0144
12945,0.0144
12946,0.0144
12947,0.0144
12948,0.0144
12949,0.0144
12950,0.0144
12951,0.0144
12952,0.0144
12953,0.0144
12954,0.0144
12955,0.0144
12956,0.0144
12957,0.0145
12958,0.0145
12959,0.0145
12960,0.0145
12961,0.0145
12962,0.0145
12963,0.0145
12964,0.0145
12965,0.0145
12966,0.0145
12967,0.0145
12968,0.0145
12969,0.0145
12970,0.0145
12971,0.0145
12972,0.0145
12973,0.0146
12974,0.0146
12975,0.0146
12976,0.0146
12977,0.0146
12978,0.0146
12979,0.0146
12980,0.0146
12981,0.0146
12982,0.0146
12983,0.0146
12984,0.0146
12985,0.0146
12986,0.0146
12987,0.0146
12988,0.0146
12989,0.0146
12990,0.0146
12991,0.0146
12992,0.0146
12993,0.0146
12994,0.0146
12995,0.0146
12996,0.0146
12997,0.0146
12998,0.0146
12999,0.0146
13000,0.0146
13001,0.0146
13002,0.0146
13003,0.0146
13004,0.0146
13005,0.0146
13006,0.0146
13007,0.0146
13008,0.0146
13009,0.0146
13010,0.0146
13011,0.0146
13012,0.0146
13013,0.0146
13014,0.0146
13015,0.0146
13016,0.0146
13017,0.0146
13018,0.0146
13019,0.0146
13020,0.0146
13021,0.0146
13022,0.0146
13023,0.0146
13024,0.0146
13025,0.0146
13026,0.0146
13027,0.0146
13028,0.0146
13029,0.0146
13030,0.0146
13031,0.0146
13032,0.0146
13033,0.0146
13034,0.0146
13035,0.0146
13036,0.0146
13037,0.0146
13038,0.0146
13039,0.0146
13040,0.0146
13041,0.0146
13042,0.0146
13043,0.0146
13044,0.0146
13045,0.0146
13046,0.0146
13047,0.0146
13048,0.0146
13049,0.0146
13050,0.0146
13051,0.0146
13052,0.0146
13053,0.0146
13054,0.0146
13055,0.0146
13056,0.0146
13057,0.0146
13058,0.0146
13059,0.0145
13060,0.0145
13061,0.0145
13062,0.0145
13063,0.0145
13064,0.0145
13065,0.0145
13066,0.0145
13067,0.0145
13068,0.0145
13069,0.0145
13070,0.0145
13071,0.0145
13072,0.0145
13073,0.0145
13074,0.0145
13075,0.0145
13076,0.0145
13077,0.0145
13078,0.0145
13079,0.0145
13080,0.0145
13081,0.0145
13082,0.0145
13083,0.0145
13084,0.0145
13085,0.0145
13086,0.0145
13087,0.0145
13088,0.0145
13089,0.0145
13090,0.0145
13091,0.0145
13092,0.0145
13093,0.0145
13094,0.0145
13095,0.0145
13096,0.0145
13097,0.0145
13098,0.0145
13099,0.0145
13100,0.0145
13101,0.0145
13102,0.0145
13103,0.0145
13104,0.0145
13105,0.0145
13106,0.0145
13107,0.0145
13108,0.0145
13109,0.0145
13110,0.0145
13111,0.0145
13112,0.0145
13113,0.0145
13114,0.0145
13115,0.0145
13116,0.0145
13117,0.0145
13118,0.0145
13119,0.0145
13120,0.0145
13121,0.0145
13122,0.0145
13123,0.0145
13124,0.0145
13125,0.0145
13126,0.0145
13127,0.0145
13128,0.0145
13129,0.0145
13130,0.0145
13131,0.0145
13132,0.0145
13133,0.0145
13134,0.0145
13135,0.0145
13136,0.0145
13137,0.0145
13138,0.0145
13139,0.0145
13140,0.0145
13141,0.0145
13142,0.0145
13143,0.0145
13144,0.0145
13145,0.0145
13146,0.0145
13147,0.0145
13148,0.0145
13149,0.0144
13150,0.0144
13151,0.0144
13152,0.0145
13153,0.0145
13154,0.0145
