Episode,Average_Reward
4782,0.0171
4783,0.0171
4784,0.0171
4785,0.0171
4786,0.0171
4787,0.0171
4788,0.0171
4789,0.0171
4790,0.0171
4791,0.0171
4792,0.0171
4793,0.0171
4794,0.0171
4795,0.0171
4796,0.0171
4797,0.0171
4798,0.0171
4799,0.0171
4800,0.0171
4801,0.0171
4802,0.0171
4803,0.0171
4804,0.0171
4805,0.0171
4806,0.0171
4807,0.0171
4808,0.0171
4809,0.0171
4810,0.0170
4811,0.0170
4812,0.0170
4813,0.0170
4814,0.0170
4815,0.0170
4816,0.0170
4817,0.0170
4818,0.0170
4819,0.0172
4820,0.0172
4821,0.0172
4822,0.0172
4823,0.0172
4824,0.0172
4825,0.0172
4826,0.0172
4827,0.0172
4828,0.0172
4829,0.0172
4830,0.0172
4831,0.0172
4832,0.0172
4833,0.0172
4834,0.0172
4835,0.0172
4836,0.0172
4837,0.0172
4838,0.0172
4839,0.0172
4840,0.0171
4841,0.0171
4842,0.0171
4843,0.0171
4844,0.0171
4845,0.0171
4846,0.0171
4847,0.0171
4848,0.0171
4849,0.0171
4850,0.0171
4851,0.0171
4852,0.0171
4853,0.0171
4854,0.0171
4855,0.0171
4856,0.0171
4857,0.0171
4858,0.0171
4859,0.0171
4860,0.0171
4861,0.0171
4862,0.0171
4863,0.0171
4864,0.0171
4865,0.0171
4866,0.0171
4867,0.0171
4868,0.0171
4869,0.0170
4870,0.0170
4871,0.0170
4872,0.0170
4873,0.0170
4874,0.0170
4875,0.0170
4876,0.0170
4877,0.0170
4878,0.0170
4879,0.0170
4880,0.0170
4881,0.0170
4882,0.0170
4883,0.0170
4884,0.0170
4885,0.0172
4886,0.0172
4887,0.0172
4888,0.0172
4889,0.0172
4890,0.0172
4891,0.0172
4892,0.0172
4893,0.0172
4894,0.0172
4895,0.0172
4896,0.0172
4897,0.0172
4898,0.0171
4899,0.0171
4900,0.0171
4901,0.0171
4902,0.0171
4903,0.0171
4904,0.0171
4905,0.0171
4906,0.0171
4907,0.0171
4908,0.0171
4909,0.0171
4910,0.0171
4911,0.0171
4912,0.0171
4913,0.0171
4914,0.0171
4915,0.0171
4916,0.0171
4917,0.0171
4918,0.0171
4919,0.0171
4920,0.0171
4921,0.0171
4922,0.0171
4923,0.0171
4924,0.0171
4925,0.0171
4926,0.0171
4927,0.0170
4928,0.0170
4929,0.0170
4930,0.0170
4931,0.0170
4932,0.0170
4933,0.0170
4934,0.0170
4935,0.0170
4936,0.0170
4937,0.0170
4938,0.0172
4939,0.0172
4940,0.0172
4941,0.0172
4942,0.0172
4943,0.0172
4944,0.0172
4945,0.0172
4946,0.0172
4947,0.0172
4948,0.0172
4949,0.0172
4950,0.0172
4951,0.0172
4952,0.0172
4953,0.0172
4954,0.0172
4955,0.0172
4956,0.0172
4957,0.0171
4958,0.0171
4959,0.0171
4960,0.0171
4961,0.0171
4962,0.0171
4963,0.0171
4964,0.0171
4965,0.0171
4966,0.0171
4967,0.0171
4968,0.0171
4969,0.0171
4970,0.0171
4971,0.0171
4972,0.0171
4973,0.0173
4974,0.0173
4975,0.0173
4976,0.0173
4977,0.0173
4978,0.0173
4979,0.0173
4980,0.0173
4981,0.0173
4982,0.0173
4983,0.0173
4984,0.0173
4985,0.0173
4986,0.0172
4987,0.0172
4988,0.0172
4989,0.0172
4990,0.0172
4991,0.0172
4992,0.0172
4993,0.0172
4994,0.0172
4995,0.0172
4996,0.0172
4997,0.0172
4998,0.0172
4999,0.0172
5000,0.0172
5001,0.0172
5002,0.0172
5003,0.0172
5004,0.0172
5005,0.0172
5006,0.0172
5007,0.0172
5008,0.0172
5009,0.0172
5010,0.0172
5011,0.0172
5012,0.0172
5013,0.0172
5014,0.0172
5015,0.0171
5016,0.0171
5017,0.0171
5018,0.0171
5019,0.0171
5020,0.0171
5021,0.0171
5022,0.0171
5023,0.0171
5024,0.0171
5025,0.0171
5026,0.0171
5027,0.0171
5028,0.0171
5029,0.0171
5030,0.0171
5031,0.0171
5032,0.0171
5033,0.0171
5034,0.0171
5035,0.0171
5036,0.0171
5037,0.0171
5038,0.0171
5039,0.0171
5040,0.0171
5041,0.0171
5042,0.0171
5043,0.0171
5044,0.0170
5045,0.0170
5046,0.0170
5047,0.0170
5048,0.0170
5049,0.0170
5050,0.0170
5051,0.0170
5052,0.0170
5053,0.0170
5054,0.0170
5055,0.0170
5056,0.0170
5057,0.0170
5058,0.0172
5059,0.0172
5060,0.0172
5061,0.0172
5062,0.0172
5063,0.0172
5064,0.0172
5065,0.0172
5066,0.0172
5067,0.0172
5068,0.0172
5069,0.0172
5070,0.0172
5071,0.0172
5072,0.0172
5073,0.0171
5074,0.0171
5075,0.0171
5076,0.0171
5077,0.0171
5078,0.0171
5079,0.0171
5080,0.0171
5081,0.0171
5082,0.0171
5083,0.0171
5084,0.0171
5085,0.0171
5086,0.0171
5087,0.0171
5088,0.0171
5089,0.0171
5090,0.0171
5091,0.0171
5092,0.0171
5093,0.0171
5094,0.0171
5095,0.0171
5096,0.0171
5097,0.0171
5098,0.0171
5099,0.0171
5100,0.0171
5101,0.0171
5102,0.0171
5103,0.0170
5104,0.0170
5105,0.0170
5106,0.0170
5107,0.0170
5108,0.0170
5109,0.0170
5110,0.0170
5111,0.0170
5112,0.0170
5113,0.0170
5114,0.0170
5115,0.0170
5116,0.0170
5117,0.0170
5118,0.0170
5119,0.0170
5120,0.0170
5121,0.0170
5122,0.0170
5123,0.0170
5124,0.0170
5125,0.0170
5126,0.0170
5127,0.0170
5128,0.0170
5129,0.0170
5130,0.0170
5131,0.0172
5132,0.0171
5133,0.0171
5134,0.0171
5135,0.0171
5136,0.0171
5137,0.0171
5138,0.0171
5139,0.0171
5140,0.0171
5141,0.0171
5142,0.0171
5143,0.0171
5144,0.0171
5145,0.0171
5146,0.0171
5147,0.0171
5148,0.0171
5149,0.0171
5150,0.0171
5151,0.0171
5152,0.0171
5153,0.0171
5154,0.0171
5155,0.0171
5156,0.0171
5157,0.0171
5158,0.0171
5159,0.0171
5160,0.0171
5161,0.0171
5162,0.0170
5163,0.0170
5164,0.0170
5165,0.0170
5166,0.0170
5167,0.0170
5168,0.0170
5169,0.0170
5170,0.0170
5171,0.0170
5172,0.0170
5173,0.0172
5174,0.0172
5175,0.0172
5176,0.0172
5177,0.0172
5178,0.0172
5179,0.0172
5180,0.0172
5181,0.0172
5182,0.0172
5183,0.0172
5184,0.0172
5185,0.0172
5186,0.0172
5187,0.0172
5188,0.0172
5189,0.0172
5190,0.0171
5191,0.0171
5192,0.0171
5193,0.0171
5194,0.0171
5195,0.0171
5196,0.0171
5197,0.0171
5198,0.0171
5199,0.0171
5200,0.0171
5201,0.0171
5202,0.0171
5203,0.0171
5204,0.0171
5205,0.0171
5206,0.0171
5207,0.0171
5208,0.0171
5209,0.0171
5210,0.0171
5211,0.0171
5212,0.0171
5213,0.0171
5214,0.0171
5215,0.0171
5216,0.0171
5217,0.0171
5218,0.0171
5219,0.0171
5220,0.0170
5221,0.0170
5222,0.0170
5223,0.0170
5224,0.0170
5225,0.0170
5226,0.0170
5227,0.0170
5228,0.0170
5229,0.0170
5230,0.0170
5231,0.0170
5232,0.0170
5233,0.0170
5234,0.0170
5235,0.0170
5236,0.0170
5237,0.0170
5238,0.0170
5239,0.0170
5240,0.0170
5241,0.0170
5242,0.0170
5243,0.0170
5244,0.0170
5245,0.0170
5246,0.0170
5247,0.0170
5248,0.0170
5249,0.0170
5250,0.0170
5251,0.0169
5252,0.0169
5253,0.0169
5254,0.0169
5255,0.0169
5256,0.0169
5257,0.0169
5258,0.0169
5259,0.0169
5260,0.0169
5261,0.0169
5262,0.0169
5263,0.0169
5264,0.0169
5265,0.0169
5266,0.0169
5267,0.0169
5268,0.0169
5269,0.0169
5270,0.0169
5271,0.0169
5272,0.0169
5273,0.0169
5274,0.0169
5275,0.0169
5276,0.0169
5277,0.0169
5278,0.0169
5279,0.0169
5280,0.0169
5281,0.0169
5282,0.0168
5283,0.0168
5284,0.0168
5285,0.0168
5286,0.0168
5287,0.0168
5288,0.0168
5289,0.0168
5290,0.0168
5291,0.0168
5292,0.0168
5293,0.0168
5294,0.0168
5295,0.0168
5296,0.0168
5297,0.0168
5298,0.0168
5299,0.0168
5300,0.0170
5301,0.0170
5302,0.0170
5303,0.0170
5304,0.0170
5305,0.0170
5306,0.0170
5307,0.0170
5308,0.0170
5309,0.0170
5310,0.0169
5311,0.0169
5312,0.0169
5313,0.0169
5314,0.0169
5315,0.0169
5316,0.0169
5317,0.0169
5318,0.0169
5319,0.0169
5320,0.0169
5321,0.0169
5322,0.0169
5323,0.0169
5324,0.0169
5325,0.0169
5326,0.0169
5327,0.0169
5328,0.0169
5329,0.0169
5330,0.0169
5331,0.0169
5332,0.0169
5333,0.0169
5334,0.0169
5335,0.0169
5336,0.0169
5337,0.0169
5338,0.0169
5339,0.0169
5340,0.0169
5341,0.0169
5342,0.0168
5343,0.0168
5344,0.0168
5345,0.0168
5346,0.0168
5347,0.0168
5348,0.0168
5349,0.0168
5350,0.0168
5351,0.0168
5352,0.0168
5353,0.0168
5354,0.0168
5355,0.0168
5356,0.0168
5357,0.0168
5358,0.0168
5359,0.0168
5360,0.0168
5361,0.0168
5362,0.0168
5363,0.0168
5364,0.0168
5365,0.0168
5366,0.0168
5367,0.0168
5368,0.0168
5369,0.0168
5370,0.0168
5371,0.0168
5372,0.0168
5373,0.0168
5374,0.0167
5375,0.0167
5376,0.0167
5377,0.0167
5378,0.0167
5379,0.0167
5380,0.0167
5381,0.0167
5382,0.0167
5383,0.0167
5384,0.0167
5385,0.0167
5386,0.0167
5387,0.0167
5388,0.0167
5389,0.0167
5390,0.0167
5391,0.0167
5392,0.0167
5393,0.0167
5394,0.0167
5395,0.0167
5396,0.0167
5397,0.0167
5398,0.0167
5399,0.0167
5400,0.0167
5401,0.0167
5402,0.0167
5403,0.0167
5404,0.0167
5405,0.0167
5406,0.0166
5407,0.0166
5408,0.0166
5409,0.0166
5410,0.0166
5411,0.0166
5412,0.0166
5413,0.0166
5414,0.0166
5415,0.0166
5416,0.0166
5417,0.0166
5418,0.0166
5419,0.0166
5420,0.0166
5421,0.0168
5422,0.0168
5423,0.0168
5424,0.0168
5425,0.0168
5426,0.0168
5427,0.0168
5428,0.0168
5429,0.0168
5430,0.0168
5431,0.0168
5432,0.0168
5433,0.0167
5434,0.0167
5435,0.0167
5436,0.0167
5437,0.0167
5438,0.0167
5439,0.0167
5440,0.0167
5441,0.0167
5442,0.0167
5443,0.0167
5444,0.0167
5445,0.0167
5446,0.0167
5447,0.0167
5448,0.0167
5449,0.0167
5450,0.0167
5451,0.0167
5452,0.0167
5453,0.0167
5454,0.0167
5455,0.0167
5456,0.0167
5457,0.0167
5458,0.0167
5459,0.0167
5460,0.0167
5461,0.0167
5462,0.0167
5463,0.0167
5464,0.0167
5465,0.0167
5466,0.0166
5467,0.0166
5468,0.0166
5469,0.0166
5470,0.0166
5471,0.0166
5472,0.0166
5473,0.0166
5474,0.0166
5475,0.0166
5476,0.0166
5477,0.0166
5478,0.0166
5479,0.0166
5480,0.0166
5481,0.0166
5482,0.0166
5483,0.0166
5484,0.0166
5485,0.0166
5486,0.0166
5487,0.0166
5488,0.0166
5489,0.0166
5490,0.0166
5491,0.0166
5492,0.0166
5493,0.0166
5494,0.0166
5495,0.0166
5496,0.0166
5497,0.0166
5498,0.0166
5499,0.0165
5500,0.0165
5501,0.0165
5502,0.0165
5503,0.0165
5504,0.0165
5505,0.0165
5506,0.0165
5507,0.0165
5508,0.0165
5509,0.0165
5510,0.0165
5511,0.0165
5512,0.0165
5513,0.0165
5514,0.0165
5515,0.0165
5516,0.0165
5517,0.0165
5518,0.0165
5519,0.0165
5520,0.0165
5521,0.0165
5522,0.0165
5523,0.0165
5524,0.0165
5525,0.0165
5526,0.0165
5527,0.0165
5528,0.0165
5529,0.0165
5530,0.0165
5531,0.0165
5532,0.0164
5533,0.0164
5534,0.0164
5535,0.0164
5536,0.0164
5537,0.0164
5538,0.0164
5539,0.0164
5540,0.0164
5541,0.0164
5542,0.0164
5543,0.0164
5544,0.0164
5545,0.0164
5546,0.0164
5547,0.0164
5548,0.0164
5549,0.0164
5550,0.0164
5551,0.0164
5552,0.0164
5553,0.0164
5554,0.0164
5555,0.0164
5556,0.0164
5557,0.0164
5558,0.0164
5559,0.0164
5560,0.0164
5561,0.0164
5562,0.0164
5563,0.0164
5564,0.0164
5565,0.0165
5566,0.0165
5567,0.0165
5568,0.0165
5569,0.0165
5570,0.0165
5571,0.0165
5572,0.0165
5573,0.0165
5574,0.0165
5575,0.0165
5576,0.0165
5577,0.0165
5578,0.0165
5579,0.0165
5580,0.0165
5581,0.0167
5582,0.0167
5583,0.0167
5584,0.0167
5585,0.0167
5586,0.0166
5587,0.0166
5588,0.0166
5589,0.0166
5590,0.0166
5591,0.0166
5592,0.0166
5593,0.0166
5594,0.0166
5595,0.0166
5596,0.0166
5597,0.0166
5598,0.0166
5599,0.0166
5600,0.0166
5601,0.0166
5602,0.0166
5603,0.0166
5604,0.0166
5605,0.0166
5606,0.0166
5607,0.0166
5608,0.0166
5609,0.0166
5610,0.0166
5611,0.0166
5612,0.0166
5613,0.0166
5614,0.0166
5615,0.0166
5616,0.0166
5617,0.0166
5618,0.0166
5619,0.0166
5620,0.0165
5621,0.0167
5622,0.0167
5623,0.0167
5624,0.0167
5625,0.0167
5626,0.0167
5627,0.0167
5628,0.0167
5629,0.0167
5630,0.0167
5631,0.0167
5632,0.0167
5633,0.0167
5634,0.0167
5635,0.0167
5636,0.0167
5637,0.0167
5638,0.0167
5639,0.0167
5640,0.0167
5641,0.0167
5642,0.0167
5643,0.0167
5644,0.0167
5645,0.0167
5646,0.0166
5647,0.0166
5648,0.0166
5649,0.0166
5650,0.0166
5651,0.0166
5652,0.0166
5653,0.0166
5654,0.0166
5655,0.0166
5656,0.0166
5657,0.0166
5658,0.0166
5659,0.0166
5660,0.0168
5661,0.0168
5662,0.0168
5663,0.0168
5664,0.0168
5665,0.0168
5666,0.0168
5667,0.0168
5668,0.0168
5669,0.0168
5670,0.0168
5671,0.0168
5672,0.0167
5673,0.0167
5674,0.0167
5675,0.0167
5676,0.0167
5677,0.0167
5678,0.0167
5679,0.0167
5680,0.0167
5681,0.0167
5682,0.0167
5683,0.0167
5684,0.0167
5685,0.0167
5686,0.0167
5687,0.0167
5688,0.0167
5689,0.0167
5690,0.0167
5691,0.0167
5692,0.0167
5693,0.0167
5694,0.0167
5695,0.0167
5696,0.0167
5697,0.0167
5698,0.0167
5699,0.0167
5700,0.0167
5701,0.0167
5702,0.0168
5703,0.0168
5704,0.0168
5705,0.0168
5706,0.0168
5707,0.0168
5708,0.0168
5709,0.0168
5710,0.0168
5711,0.0168
5712,0.0168
5713,0.0168
5714,0.0168
5715,0.0168
5716,0.0168
5717,0.0168
5718,0.0168
5719,0.0168
5720,0.0168
5721,0.0168
5722,0.0168
5723,0.0168
5724,0.0168
5725,0.0168
5726,0.0168
5727,0.0168
5728,0.0168
5729,0.0168
5730,0.0168
5731,0.0168
5732,0.0167
5733,0.0167
5734,0.0167
5735,0.0167
5736,0.0167
5737,0.0167
5738,0.0167
5739,0.0167
5740,0.0167
5741,0.0167
5742,0.0167
5743,0.0167
5744,0.0167
5745,0.0167
5746,0.0167
5747,0.0167
5748,0.0167
5749,0.0167
5750,0.0167
5751,0.0167
5752,0.0167
5753,0.0167
5754,0.0169
5755,0.0169
5756,0.0169
5757,0.0168
5758,0.0168
5759,0.0168
5760,0.0170
5761,0.0170
5762,0.0170
5763,0.0170
5764,0.0170
5765,0.0170
5766,0.0170
5767,0.0170
5768,0.0170
5769,0.0170
5770,0.0170
5771,0.0170
5772,0.0170
5773,0.0170
5774,0.0170
5775,0.0170
5776,0.0170
5777,0.0170
5778,0.0170
5779,0.0170
5780,0.0170
5781,0.0170
5782,0.0169
5783,0.0169
5784,0.0169
5785,0.0169
5786,0.0169
5787,0.0169
5788,0.0169
5789,0.0169
5790,0.0169
5791,0.0169
5792,0.0169
5793,0.0169
5794,0.0169
5795,0.0169
5796,0.0169
5797,0.0169
5798,0.0169
5799,0.0169
5800,0.0169
5801,0.0169
5802,0.0169
5803,0.0169
5804,0.0169
5805,0.0169
5806,0.0169
5807,0.0169
5808,0.0169
5809,0.0169
5810,0.0169
5811,0.0169
5812,0.0169
5813,0.0169
5814,0.0169
5815,0.0169
5816,0.0169
5817,0.0168
5818,0.0168
5819,0.0168
5820,0.0168
5821,0.0168
5822,0.0168
5823,0.0168
5824,0.0168
5825,0.0168
5826,0.0168
5827,0.0168
5828,0.0168
5829,0.0168
5830,0.0168
5831,0.0168
5832,0.0168
5833,0.0168
5834,0.0168
5835,0.0168
5836,0.0168
5837,0.0168
5838,0.0168
5839,0.0168
5840,0.0168
5841,0.0168
5842,0.0168
5843,0.0168
5844,0.0168
5845,0.0168
5846,0.0168
5847,0.0168
5848,0.0168
5849,0.0168
5850,0.0168
5851,0.0167
5852,0.0167
5853,0.0167
5854,0.0167
5855,0.0167
5856,0.0167
5857,0.0167
5858,0.0167
5859,0.0167
5860,0.0167
5861,0.0167
5862,0.0167
5863,0.0167
5864,0.0167
5865,0.0167
5866,0.0167
5867,0.0167
5868,0.0167
5869,0.0167
5870,0.0167
5871,0.0167
5872,0.0167
5873,0.0167
5874,0.0167
5875,0.0167
5876,0.0167
5877,0.0167
5878,0.0167
5879,0.0167
5880,0.0167
5881,0.0167
5882,0.0167
5883,0.0167
5884,0.0167
5885,0.0167
5886,0.0166
5887,0.0166
5888,0.0166
5889,0.0166
5890,0.0166
5891,0.0166
5892,0.0166
5893,0.0166
5894,0.0166
5895,0.0166
5896,0.0166
5897,0.0166
5898,0.0166
5899,0.0166
5900,0.0166
5901,0.0166
5902,0.0166
5903,0.0166
5904,0.0166
5905,0.0166
5906,0.0166
5907,0.0166
5908,0.0166
5909,0.0166
5910,0.0166
5911,0.0166
5912,0.0166
5913,0.0166
5914,0.0166
5915,0.0166
5916,0.0166
5917,0.0166
5918,0.0166
5919,0.0166
5920,0.0166
5921,0.0166
5922,0.0165
5923,0.0165
5924,0.0165
5925,0.0165
5926,0.0165
5927,0.0165
5928,0.0165
5929,0.0165
5930,0.0165
5931,0.0165
5932,0.0165
5933,0.0165
5934,0.0165
5935,0.0165
5936,0.0165
5937,0.0165
5938,0.0165
5939,0.0165
5940,0.0165
5941,0.0165
5942,0.0165
5943,0.0165
5944,0.0165
5945,0.0165
5946,0.0165
5947,0.0165
5948,0.0165
5949,0.0165
5950,0.0165
5951,0.0165
5952,0.0165
5953,0.0165
5954,0.0165
5955,0.0165
5956,0.0165
5957,0.0165
5958,0.0164
5959,0.0164
5960,0.0164
5961,0.0164
5962,0.0164
5963,0.0164
5964,0.0164
5965,0.0164
5966,0.0164
5967,0.0164
5968,0.0164
5969,0.0164
5970,0.0164
5971,0.0164
5972,0.0164
5973,0.0164
5974,0.0164
5975,0.0164
5976,0.0164
5977,0.0164
5978,0.0164
5979,0.0164
5980,0.0164
5981,0.0164
5982,0.0164
5983,0.0164
5984,0.0164
5985,0.0164
5986,0.0164
5987,0.0164
5988,0.0164
5989,0.0164
5990,0.0164
5991,0.0164
5992,0.0164
5993,0.0164
5994,0.0163
5995,0.0163
5996,0.0163
5997,0.0163
5998,0.0163
5999,0.0163
6000,0.0163
6001,0.0163
6002,0.0163
6003,0.0163
6004,0.0163
6005,0.0163
6006,0.0163
6007,0.0163
6008,0.0163
6009,0.0163
6010,0.0163
6011,0.0163
6012,0.0163
6013,0.0163
6014,0.0163
6015,0.0163
6016,0.0163
6017,0.0163
6018,0.0163
6019,0.0163
6020,0.0163
6021,0.0163
6022,0.0163
6023,0.0163
6024,0.0163
6025,0.0163
6026,0.0163
6027,0.0163
6028,0.0163
6029,0.0163
6030,0.0163
6031,0.0162
6032,0.0162
6033,0.0162
6034,0.0162
6035,0.0162
6036,0.0162
6037,0.0162
6038,0.0162
6039,0.0162
6040,0.0162
6041,0.0162
6042,0.0162
6043,0.0162
6044,0.0162
6045,0.0162
6046,0.0162
6047,0.0162
6048,0.0162
6049,0.0162
6050,0.0162
6051,0.0162
6052,0.0162
6053,0.0162
6054,0.0162
6055,0.0162
6056,0.0162
6057,0.0162
6058,0.0162
6059,0.0162
6060,0.0162
6061,0.0162
6062,0.0162
6063,0.0162
6064,0.0162
6065,0.0162
6066,0.0162
6067,0.0162
6068,0.0162
6069,0.0161
6070,0.0161
6071,0.0161
6072,0.0161
6073,0.0161
6074,0.0161
6075,0.0161
6076,0.0161
6077,0.0161
6078,0.0161
6079,0.0161
6080,0.0161
6081,0.0161
6082,0.0161
6083,0.0161
6084,0.0161
6085,0.0161
6086,0.0161
6087,0.0161
6088,0.0161
6089,0.0161
6090,0.0161
6091,0.0161
6092,0.0161
6093,0.0161
6094,0.0161
6095,0.0161
6096,0.0161
6097,0.0161
6098,0.0161
6099,0.0161
6100,0.0161
6101,0.0161
6102,0.0161
6103,0.0161
6104,0.0161
6105,0.0161
6106,0.0160
6107,0.0160
6108,0.0160
6109,0.0160
6110,0.0160
6111,0.0160
6112,0.0160
6113,0.0160
6114,0.0162
6115,0.0162
6116,0.0162
6117,0.0162
6118,0.0162
6119,0.0162
6120,0.0162
6121,0.0162
6122,0.0162
6123,0.0162
6124,0.0162
6125,0.0162
6126,0.0162
6127,0.0162
6128,0.0162
6129,0.0162
6130,0.0162
6131,0.0161
6132,0.0161
6133,0.0161
6134,0.0161
6135,0.0161
6136,0.0161
6137,0.0161
6138,0.0161
6139,0.0161
6140,0.0161
6141,0.0161
6142,0.0161
6143,0.0161
6144,0.0161
6145,0.0161
6146,0.0161
6147,0.0161
6148,0.0161
6149,0.0161
6150,0.0161
6151,0.0161
6152,0.0161
6153,0.0161
6154,0.0161
6155,0.0161
6156,0.0161
6157,0.0161
6158,0.0161
6159,0.0161
6160,0.0161
6161,0.0161
6162,0.0161
6163,0.0161
6164,0.0161
6165,0.0161
6166,0.0161
6167,0.0161
6168,0.0161
6169,0.0160
6170,0.0160
6171,0.0160
6172,0.0160
6173,0.0160
6174,0.0160
6175,0.0160
6176,0.0160
6177,0.0160
6178,0.0160
6179,0.0160
6180,0.0160
6181,0.0160
6182,0.0160
6183,0.0160
6184,0.0160
6185,0.0160
6186,0.0160
6187,0.0160
6188,0.0160
6189,0.0160
6190,0.0160
6191,0.0160
6192,0.0160
6193,0.0160
6194,0.0160
6195,0.0160
6196,0.0160
6197,0.0160
6198,0.0160
6199,0.0160
6200,0.0160
6201,0.0160
6202,0.0160
6203,0.0160
6204,0.0160
6205,0.0160
6206,0.0160
6207,0.0159
6208,0.0159
6209,0.0159
6210,0.0159
6211,0.0159
6212,0.0159
6213,0.0159
6214,0.0159
6215,0.0159
6216,0.0159
6217,0.0159
6218,0.0159
6219,0.0159
6220,0.0159
6221,0.0159
6222,0.0159
6223,0.0159
6224,0.0159
6225,0.0159
6226,0.0159
6227,0.0159
6228,0.0159
6229,0.0159
6230,0.0159
6231,0.0159
6232,0.0159
6233,0.0159
6234,0.0159
6235,0.0159
6236,0.0159
6237,0.0159
6238,0.0159
6239,0.0159
6240,0.0159
6241,0.0159
6242,0.0159
6243,0.0159
6244,0.0159
6245,0.0159
6246,0.0159
6247,0.0158
6248,0.0158
6249,0.0158
6250,0.0158
6251,0.0158
6252,0.0158
6253,0.0158
6254,0.0158
6255,0.0158
6256,0.0158
6257,0.0158
6258,0.0158
6259,0.0158
6260,0.0158
6261,0.0158
6262,0.0158
6263,0.0160
6264,0.0160
6265,0.0160
6266,0.0160
6267,0.0160
6268,0.0160
6269,0.0160
6270,0.0159
6271,0.0159
6272,0.0159
6273,0.0159
6274,0.0159
6275,0.0159
6276,0.0159
6277,0.0159
6278,0.0159
6279,0.0159
6280,0.0159
6281,0.0159
6282,0.0159
6283,0.0159
6284,0.0159
6285,0.0159
6286,0.0159
6287,0.0159
6288,0.0159
6289,0.0159
6290,0.0159
6291,0.0159
6292,0.0159
6293,0.0159
6294,0.0159
6295,0.0159
6296,0.0159
6297,0.0159
6298,0.0159
6299,0.0159
6300,0.0159
6301,0.0159
6302,0.0159
6303,0.0159
6304,0.0159
6305,0.0159
6306,0.0159
6307,0.0159
6308,0.0159
6309,0.0159
6310,0.0158
6311,0.0158
6312,0.0158
6313,0.0158
6314,0.0158
6315,0.0158
6316,0.0158
6317,0.0158
6318,0.0158
6319,0.0158
6320,0.0158
6321,0.0158
6322,0.0158
6323,0.0158
6324,0.0158
6325,0.0158
6326,0.0158
6327,0.0158
6328,0.0158
6329,0.0158
6330,0.0158
6331,0.0158
6332,0.0158
6333,0.0158
6334,0.0158
6335,0.0158
6336,0.0158
6337,0.0158
6338,0.0158
6339,0.0158
6340,0.0158
6341,0.0158
6342,0.0158
6343,0.0158
6344,0.0158
6345,0.0158
6346,0.0158
6347,0.0158
6348,0.0158
6349,0.0158
6350,0.0157
6351,0.0159
6352,0.0159
6353,0.0159
6354,0.0159
6355,0.0161
6356,0.0160
6357,0.0160
6358,0.0160
6359,0.0160
6360,0.0160
6361,0.0160
6362,0.0160
6363,0.0160
6364,0.0160
6365,0.0160
6366,0.0160
6367,0.0160
6368,0.0160
6369,0.0160
6370,0.0160
6371,0.0160
6372,0.0160
6373,0.0160
6374,0.0160
6375,0.0160
6376,0.0160
6377,0.0160
6378,0.0160
6379,0.0160
6380,0.0160
6381,0.0160
6382,0.0160
6383,0.0160
6384,0.0160
6385,0.0160
6386,0.0160
6387,0.0160
6388,0.0160
6389,0.0160
6390,0.0160
6391,0.0160
6392,0.0160
6393,0.0160
6394,0.0160
6395,0.0159
6396,0.0159
6397,0.0159
6398,0.0159
6399,0.0159
6400,0.0159
6401,0.0159
6402,0.0159
6403,0.0159
6404,0.0159
6405,0.0159
6406,0.0159
6407,0.0159
6408,0.0159
6409,0.0159
6410,0.0159
6411,0.0159
6412,0.0159
6413,0.0159
6414,0.0159
6415,0.0159
6416,0.0159
6417,0.0159
6418,0.0159
6419,0.0159
6420,0.0159
6421,0.0159
6422,0.0159
6423,0.0159
6424,0.0159
6425,0.0159
6426,0.0159
6427,0.0159
6428,0.0159
6429,0.0159
6430,0.0159
6431,0.0159
6432,0.0159
6433,0.0159
6434,0.0159
6435,0.0159
6436,0.0158
6437,0.0158
6438,0.0158
6439,0.0158
6440,0.0158
6441,0.0158
6442,0.0158
6443,0.0158
6444,0.0158
6445,0.0158
6446,0.0158
6447,0.0158
6448,0.0158
6449,0.0158
6450,0.0158
6451,0.0158
6452,0.0158
6453,0.0158
6454,0.0158
6455,0.0160
6456,0.0160
6457,0.0160
6458,0.0159
6459,0.0159
6460,0.0159
6461,0.0159
6462,0.0159
6463,0.0159
6464,0.0159
6465,0.0159
6466,0.0159
6467,0.0159
6468,0.0159
6469,0.0159
6470,0.0159
6471,0.0159
6472,0.0159
6473,0.0159
6474,0.0159
6475,0.0159
6476,0.0159
6477,0.0159
6478,0.0159
6479,0.0159
6480,0.0159
6481,0.0159
6482,0.0159
6483,0.0159
6484,0.0159
6485,0.0159
6486,0.0159
6487,0.0159
6488,0.0159
6489,0.0159
6490,0.0159
6491,0.0159
6492,0.0159
6493,0.0159
6494,0.0159
6495,0.0159
6496,0.0159
6497,0.0159
6498,0.0159
6499,0.0158
6500,0.0158
6501,0.0158
6502,0.0158
6503,0.0158
6504,0.0158
6505,0.0158
6506,0.0158
6507,0.0158
6508,0.0158
6509,0.0158
6510,0.0158
6511,0.0158
6512,0.0158
6513,0.0158
6514,0.0158
6515,0.0158
6516,0.0158
6517,0.0158
6518,0.0158
6519,0.0158
6520,0.0158
6521,0.0158
6522,0.0158
6523,0.0158
6524,0.0158
6525,0.0158
6526,0.0158
6527,0.0158
6528,0.0158
6529,0.0158
